traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
⺮,⺮,zhu2],bamboo radical in Chinese characters (Kangxi radical 118),,,,,,,,,,,,,,,,,
〇,〇,ling2],zero,,,,,,,,,,,,,,
〡,〡,yi1],numeral 1 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〢,〢,er4],numeral 2 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〣,〣,san1],numeral 3 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〤,〤,si4],numeral 4 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〥,〥,wu3],numeral 5 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〦,〦,liu4],numeral 6 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〧,〧,qi1],numeral 7 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〨,〨,ba1],numeral 8 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
〩,〩,jiu3],numeral 9 in Suzhou numeral system 蘇州碼子|苏州码子[Su1 zhou1 ma3 zi5],,,,,,,,,,,,,,,,,
㐄,㐄,kua4],component in Chinese characters mirror image of 夂[zhi3],,,,,,,,,,,,,,,,,
㐅,㐅,wu3],archaic variant of 五[wu3],,,,,,,,,,,,,,,,,
㐆,㐆,yin3],component in Chinese character 殷[yin1],,,,,,,,,,,,,,,,,
㐌,㐌,ta1],variant of 它[ta1],,,,,,,,,,,,,,,,,
㐖,㐖,Ye4],see 㐖毒[Ye4 du2],,,,,,,,,,,,,,,,,
㐖毒,㐖毒,Ye4 du2],India (archaic),,,,,,,,,,,,,,,,,
㐜,㐜,chou2],variant of 仇[chou2],,,,,,,,,,,,,,,,,
㐡,㐡,nuo4],archaic variant of 懦[nuo4],,,,,,,,,,,,,,,,,
㐤,㐤,qiu2],archaic variant of 求[qiu2],,,,,,,,,,,,,,,,,
㐫,㐫,xiong1],old variant of 凶[xiong1],,,,,,,,,,,,,,,,,
㐰,㐰,xin4],old variant of 信[xin4],,,,,,,,,,,,,,,,,
㐺,㐺,zhong4],old variant of 眾|众[zhong4],,,,,,,,,,,,,,,,,
㑳,㑇,zhou4],(old) beautiful,clever,,,,,,,,,,,,,,,,
㑺,俊,jun4],old variant of 俊[jun4],,,,,,,,,,,,,,,,,
㒳,㒳,liang3],old variant of 兩|两[liang3],,,,,,,,,,,,,,,,,
㒸,㒸,sui4],archaic variant of 遂[sui4],,,,,,,,,,,,,,,,,
㒺,罔,wang3],old variant of 罔[wang3],,,,,,,,,,,,,,,,,
㓂,寇,kou4],old variant of 寇[kou4],,,,,,,,,,,,,,,,,
㔾,㔾,jie2],seal radical in Chinese characters (Kangxi radical 26),,,,,,,,,,,,,,,,,
㕁,却,que4],old variant of 卻|却[que4],,,,,,,,,,,,,,,,,
㕑,厨,chu2],old variant of 廚|厨[chu2],,,,,,,,,,,,,,,,,
㕥,㕥,shen1],old variant of 呻[shen1],,,,,,,,,,,,,,,,,
㕥,以,yi3],old variant of 以[yi3],,,,,,,,,,,,,,,,,
㕯,㕯,ne4],old variant of 訥|讷[ne4],,,,,,,,,,,,,,,,,
㕻,㕻,pou3],variant of 咅[pou3],also pr. [tou4],,,,,,,,,,,,,,,,
㗂,㗂,sheng3],variant of 省[sheng3],tight-lipped,to examine,to watch,to scour (esp. Cantonese),,,,,,,,,,,,,
㗎,㗎,jia4],"sentence-final particle contraction of ""嘅呀"" (Cantonese)",see also 嘅[kai4],,,,,,,,,,,,,,,,
㘭,坳,ao4],variant of 坳[ao4],,,,,,,,,,,,,,,,,
㚻,㚻,ji1],see 㚻姦|㚻奸[ji1 jian1],,,,,,,,,,,,,,,,,
㚻姦,㚻奸,ji1 jian1],variant of 雞姦|鸡奸[ji1 jian1],,,,,,,,,,,,,,,,,
㛂,㛂,nuo3],graceful,frail and petite,,,,,,,,,,,,,,,,
㝄,㝄,chun2],old variant of 純|纯[chun2],,,,,,,,,,,,,,,,,
㝇,㝇,chun2],old variant of 鶉|鹑[chun2],,,,,,,,,,,,,,,,,
㝛,宿,su4],old variant of 宿[su4],,,,,,,,,,,,,,,,,
㝠,冥,ming2],old variant of 冥[ming2],,,,,,,,,,,,,,,,,
㝡,最,zui4],variant of 最[zui4],,,,,,,,,,,,,,,,,
㝵,㝵,ai4],variant of 礙|碍[ai4],,,,,,,,,,,,,,,,,
㝵,㝵,de2],to obtain,old variant of 得[de2],,,,,,,,,,,,,,,,
㞎,㞎,ba3],(baby talk) poop,see 㞎㞎[ba3 ba5],,,,,,,,,,,,,,,,
㞎㞎,㞎㞎,ba3 ba5],(baby talk) poop,,,,,,,,,,,,,,,,,
㞗,㞗,qiu2],(dialect) penis,dick,,,,,,,,,,,,,,,,
㞙,㞙,niao4],old variant of 尿[niao4],,,,,,,,,,,,,,,,,
㞞,㞞,song2],(coll.) semen,weak and incompetent,,,,,,,,,,,,,,,,
㟁,岸,an4],variant of 岸[an4],,,,,,,,,,,,,,,,,
㠀,岛,dao3],variant of 島|岛[dao3],,,,,,,,,,,,,,,,,
㠯,以,yi3],old variant of 以[yi3],,,,,,,,,,,,,,,,,
㠶,帆,fan1],variant of 帆[fan1],,,,,,,,,,,,,,,,,
㡌,帽,mao4],old variant of 帽[mao4],,,,,,,,,,,,,,,,,
㢘,廉,lian2],old variant of 廉[lian2],,,,,,,,,,,,,,,,,
㢠,迥,jiong3],variant of 迥[jiong3],,,,,,,,,,,,,,,,,
㢲,㢲,xun4],variant of 巽[xun4],,,,,,,,,,,,,,,,,
㢴,㢴,xi1],old variant of 西[xi1],,,,,,,,,,,,,,,,,
㤅,㤅,ai4],archaic variant of 愛|爱[ai4],,,,,,,,,,,,,,,,,
㤙,恩,en1],variant of 恩[en1],,,,,,,,,,,,,,,,,
㥁,㥁,de2],variant of 德[de2],,,,,,,,,,,,,,,,,
㥏,㥏,tian3],ashamed,,,,,,,,,,,,,,,,,
㥦,惬,qie4],variant of 愜|惬[qie4],,,,,,,,,,,,,,,,,
㥯,㥯,yin3],cautious,,,,,,,,,,,,,,,,,
㦂,㦂,chang2],old variant of 常[chang2],,,,,,,,,,,,,,,,,
㧯,㧯,lao3],round-bottomed wicker basket,(dialect) to lift,to carry on one's shoulder,,,,,,,,,,,,,,,
㧱,拿,na2],old variant of 拿[na2],,,,,,,,,,,,,,,,,
㨗,捷,jie2],variant of 捷[jie2],quick,nimble,,,,,,,,,,,,,,,
㨪,晃,huang3],variant of 晃[huang3],,,,,,,,,,,,,,,,,
㨿,据,ju4],variant of 據|据[ju4],,,,,,,,,,,,,,,,,
㩐,㩐,den4],variant of 扽[den4],,,,,,,,,,,,,,,,,
㩗,携,xie2],old variant of 攜|携[xie2],,,,,,,,,,,,,,,,,
㩜,㨫,lan3],variant of 擥[lan3],,,,,,,,,,,,,,,,,
㩦,携,xie2],old variant of 攜|携[xie2],,,,,,,,,,,,,,,,,
㪃,㪃,he2],to beat,to hit,,,,,,,,,,,,,,,,
㪋,㪋,han4],variant of 捍[han4],,,,,,,,,,,,,,,,,
㪚,散,san4],variant of 散[san4],,,,,,,,,,,,,,,,,
㪟,敦,dun1],variant of 敦[dun1],,,,,,,,,,,,,,,,,
㫺,㫺,xi1],old variant of 昔[xi1],,,,,,,,,,,,,,,,,
㬉,暖,nuan3],old variant of 暖[nuan3],,,,,,,,,,,,,,,,,
㬎,㬎,xian3],old variant of 顯|显[xian3],visible,apparent,,,,,,,,,,,,,,,
㮎,㮎,bei1],variant of 杯[bei1],,,,,,,,,,,,,,,,,
㮚,㮚,li4],old variant of 栗[li4],,,,,,,,,,,,,,,,,
㮸,㮸,song4],variant of 送[song4],,,,,,,,,,,,,,,,,
㯭,橹,lu3],variant of 櫓|橹[lu3],,,,,,,,,,,,,,,,,
㯳,㯳,qing2],variant of 檠[qing2],,,,,,,,,,,,,,,,,
㱃,饮,yin3],old variant of 飲|饮[yin3],,,,,,,,,,,,,,,,,
㱾,㱾,gai1],a kind of metal or jade ornament worn in ancient times to ward off evil spirits,,,,,,,,,,,,,,,,,
㲈,㲈,shao2],variant of 韶[shao2],,,,,,,,,,,,,,,,,
㲈,㲈,tao2],variant of 鞀[tao2],,,,,,,,,,,,,,,,,
㲋,㲋,chuo4],ancient name for an animal similar to rabbit but bigger,,,,,,,,,,,,,,,,,
㲱,㲱,lie4],old variant of 鬣[lie4],,,,,,,,,,,,,,,,,
㲾,㲾,yu3],old variant of 雨[yu3],,,,,,,,,,,,,,,,,
㳂,㳂,yan2],variant of 沿[yan2],,,,,,,,,,,,,,,,,
㳄,涎,xian2],variant of 涎[xian2],,,,,,,,,,,,,,,,,
㳒,法,fa3],variant of 法[fa3],,,,,,,,,,,,,,,,,
㳮,㳮,niao4],old variant of 尿[niao4],,,,,,,,,,,,,,,,,
㴱,深,shen1],old variant of 深[shen1],,,,,,,,,,,,,,,,,
㵎,涧,jian4],variant of 澗|涧[jian4],,,,,,,,,,,,,,,,,
㵪,㵪,xian2],variant of 涎[xian2],,,,,,,,,,,,,,,,,
㵮,㵮,chun2],clear water,,,,,,,,,,,,,,,,,
㶸,㶸,xie2],(precise meaning unknown relates to iron),variant of 協|协[xie2],,,,,,,,,,,,,,,,
㷖,㷖,zhao4],old variant of 照[zhao4],,,,,,,,,,,,,,,,,
㷭,㷭,feng1],old variant of 烽[feng1],,,,,,,,,,,,,,,,,
㹠,㹠,tun2],old variant of 豚[tun2],,,,,,,,,,,,,,,,,
㹢,㹢,jia1],see 玃[jue2],,,,,,,,,,,,,,,,,
㹴,㹴,geng3],fierce dog,,,,,,,,,,,,,,,,,
㹴犬,㹴犬,geng3 quan3],variant of 梗犬[geng3 quan3],,,,,,,,,,,,,,,,,
㺢,㺢,huo4],see 㺢㹢狓[huo4 jia1 pi1],,,,,,,,,,,,,,,,,
㺢㹢狓,㺢㹢狓,huo4 jia1 pi1],okapi,also written 霍加狓[huo4 jia1 pi1],,,,,,,,,,,,,,,,
㺵,㺵,jiu3],variant of 玖[jiu3],black jade,,,,,,,,,,,,,,,,
㻽,㻽,xuan2],variant of 璿|璇[xuan2],also pr. [sui4],,,,,,,,,,,,,,,,
㼝,碗,wan3],variant of 碗[wan3],,,,,,,,,,,,,,,,,
㽞,留,liu2],old variant of 留[liu2],,,,,,,,,,,,,,,,,
㽮,㽮,xing1],old variant of 星[xing1],,,,,,,,,,,,,,,,,
㿜,瘪,bie3],variant of 癟|瘪[bie3],,,,,,,,,,,,,,,,,
㿝,㿝,xiang1],old variant of 香[xiang1],,,,,,,,,,,,,,,,,
䂖,䂖,shi2],variant of 石[shi2],,,,,,,,,,,,,,,,,
䂲,䂲,fa3],variant of 砝[fa3],,,,,,,,,,,,,,,,,
䂶,䂶,jie2],variant of 蜐[jie2],,,,,,,,,,,,,,,,,
䃉,䃉,min2],old variant of 珉[min2],,,,,,,,,,,,,,,,,
䅵,䅵,zhuo2],chaff,bran,,,,,,,,,,,,,,,,
䇲,䇲,ce4],variant of 筴|策[ce4],,,,,,,,,,,,,,,,,
䈰,筲,shao1],pot-scrubbing brush made of bamboo strips,basket (container) for chopsticks,variant of 筲[shao1],,,,,,,,,,,,,,,
䊀,糊,hu2],variant of 糊[hu2],,,,,,,,,,,,,,,,,
䍃,䍃,yao2],(archaic) vase,pitcher,,,,,,,,,,,,,,,,
䍹,䍹,shan1],variant of 羶[shan1],,,,,,,,,,,,,,,,,
䒗,䒗,qi4],old variant of 芞[qi4],,,,,,,,,,,,,,,,,
䔢,䔢,hua2],old variant of 華|华[hua2],,,,,,,,,,,,,,,,,
䕭,䕭,qian2],a variety of grass,nettle,,,,,,,,,,,,,,,,
䕭,䕭,xian2],a kind of vegetable,,,,,,,,,,,,,,,,,
䖟,䖟,meng2],old variant of 虻[meng2],,,,,,,,,,,,,,,,,
䖸,䖸,e2],variant of 蛾[e2],,,,,,,,,,,,,,,,,
䗈,䗈,meng2],old variant of 虻[meng2],,,,,,,,,,,,,,,,,
䗥,䗥,zong1],see 螉䗥[weng1 zong1],,,,,,,,,,,,,,,,,
䗪,䗪,zhe4],Chinese ground beetle (Eupolyphaga sinensis),,,,,,,,,,,,,,,,,
䗬,蜂,feng1],variant of 蜂[feng1],,,,,,,,,,,,,,,,,
䗶,䗶,la4],old variant of 蠟|蜡[la4],,,,,,,,,,,,,,,,,
䘏,恤,xu4],variant of 恤[xu4],,,,,,,,,,,,,,,,,
䘑,脉,mai4],old variant of 脈|脉[mai4],,,,,,,,,,,,,,,,,
䘚,卒,zu2],variant of 卒[zu2],,,,,,,,,,,,,,,,,
䛐,词,ci2],old variant of 詞|词[ci2],,,,,,,,,,,,,,,,,
䛟,䛟,jia2],variant of 唊[jia2],,,,,,,,,,,,,,,,,
䝓,䝓,lie4],old variant of 鬣[lie4],,,,,,,,,,,,,,,,,
䝔,獾,huan1],variant of 獾[huan1],,,,,,,,,,,,,,,,,
䞓,䞓,cheng1],old variant of 赬|赪[cheng1],,,,,,,,,,,,,,,,,
䟆,䟆,bi4],old variant of 蹕|跸[bi4],,,,,,,,,,,,,,,,,
䟖,䟖,zhi3],erroneous variant of 趾[zhi3],,,,,,,,,,,,,,,,,
䠀,䠀,chang3],to squat,to sit,,,,,,,,,,,,,,,,
䠀,趟,tang1],old variant of 趟[tang1],,,,,,,,,,,,,,,,,
䠞,䠞,cu4],variant of 蹙[cu4],,,,,,,,,,,,,,,,,
䠶,射,she4],old variant of 射[she4],,,,,,,,,,,,,,,,,
䤈,䤈,xi1],old variant of 醯[xi1],,,,,,,,,,,,,,,,,
䥑,䥑,mai4],meitnerium (chemistry),,,,,,,,,,,,,,,,,
䥥,镰,lian2],old variant of 鐮|镰[lian2],,,,,,,,,,,,,,,,,
䥯,䥯,ba4],plow,,,,,,,,,,,,,,,,,
䦉,䦉,si4],variant of 肆[si4],,,,,,,,,,,,,,,,,
䦕,䦕,peng1],variant of 閛[peng1],,,,,,,,,,,,,,,,,
䩦,䩦,tiao2],variant of 鞗[tiao2],,,,,,,,,,,,,,,,,
䫏,䫏,qi1],mask of a god used in ceremonies to exorcise demons and drive away pestilence,(archaic) ugly,,,,,,,,,,,,,,,,
䬃,飒,sa4],variant of 颯|飒[sa4],,,,,,,,,,,,,,,,,
䬠,䬠,fei1],old variant of 霏[fei1],,,,,,,,,,,,,,,,,
䬪,䬪,bo2],variant of 餺|馎[bo2],,,,,,,,,,,,,,,,,
䭾,驮,tuo2],variant of 馱|驮[tuo2],,,,,,,,,,,,,,,,,
䯝,䯝,sui3],variant of 髓,marrow,essence,quintessence,pith (soft interior of plant stem),,,,,,,,,,,,,
䰟,魂,hun2],old variant of 魂[hun2],,,,,,,,,,,,,,,,,
䰾,鲃,ba1],see 䰾魚|鲃鱼[ba1 yu2],,,,,,,,,,,,,,,,,
䰾魚,鲃鱼,ba1 yu2],barbel (fish),,,,,,,,,,,,,,,,,
䲔,䲔,jing1],old variant of 鯨|鲸[jing1],,,,,,,,,,,,,,,,,
䳗,䳗,e2],variant of 鵝|鹅[e2],,,,,,,,,,,,,,,,,
䳘,鹅,e2],variant of 鵝|鹅[e2],,,,,,,,,,,,,,,,,
䴉,鹮,huan2],spoonbill,ibis,family Threskiornithidae,,,,,,,,,,,,,,,
䴉嘴鷸,鹮嘴鹬,huan2 zui3 yu4],(bird species of China) ibisbill (Ibidorhyncha struthersii),,,,,,,,,,,,,,,,,
䴸,麸,fu1],variant of 麩|麸[fu1],,,,,,,,,,,,,,,,,
䵹,䵹,zhi1],old variant of 蜘[zhi1],,,,,,,,,,,,,,,,,
䶊,衄,nu:4],old variant of 衄[nu:4],,,,,,,,,,,,,,,,,
䶑,䶑,ti4],variant of 嚏[ti4],,,,,,,,,,,,,,,,,
一,一,yi1],one,1,single,a (article),as soon as,entire,whole,all,throughout,one radical in Chinese characters (Kangxi radical 1),also pr. [yao1] for greater clarity when spelling out numbers digit by digit,,,,,,,
一一,一一,yi1 yi1],one by one,one after another,,,,,,,,,,,,,,,,
一一對應,一一对应,yi1 yi1 dui4 ying4],one-to-one correspondence,,,,,,,,,,,,,,,,,
一一映射,一一映射,yi1 yi1 ying4 she4],bijective map (i.e. map between sets in math. that is one-to-one and onto),one-to-one correspondence,,,,,,,,,,,,,,,,
一丁不識,一丁不识,yi1 ding1 bu4 shi2],illiterate,ignorant,,,,,,,,,,,,,,,,
一丁點,一丁点,yi1 ding1 dian3],a tiny bit,a wee bit,,,,,,,,,,,,,,,,
一下,一下,yi1 xia4],(used after a verb) give it a go,to do (sth for a bit to give it a try),one time,once,in a while,all of a sudden,all at once,,,,,,,,,,,
一下兒,一下儿,yi1 xia4 r5],erhua variant of 一下[yi1 xia4],,,,,,,,,,,,,,,,,
一下子,一下子,yi1 xia4 zi5],in a short while,all at once,all of a sudden,,,,,,,,,,,,,,,
一不做，二不休,一不做，二不休,yi1 bu4 zuo4 er4 bu4 xiu1],don't do it or don't rest (idiom); either give up or go through to the end,Since we started we must carry it through whatever happens.,in for a penny in for a pound,,,,,,,,,,,,,,,
一世,一世,yi1 shi4],generation,period of 30 years,one's whole lifetime,lifelong,age,era,times,the whole world,the First (of numbered European kings),,,,,,,,,
一丘之貉,一丘之貉,yi1 qiu1 zhi1 he2],jackals of the same tribe (idiom); fig. They are all just as bad as each other.,,,,,,,,,,,,,,,,,
一並,一并,yi1 bing4],variant of 一併|一并 to lump together,to treat along with all the others,,,,,,,,,,,,,,,,
一中一台,一中一台,yi1 Zhong1 yi1 Tai2],one China and one Taiwan (policy),,,,,,,,,,,,,,,,,
一中原則,一中原则,yi1 zhong1 yuan2 ze2],One-China principle the official doctrine that Taiwan is a province of China,,,,,,,,,,,,,,,,,
一之為甚,一之为甚,yi1 zhi1 wei2 shen4],Once is enough (idiom),,,,,,,,,,,,,,,,,
一之謂甚,一之谓甚,yi1 zhi1 wei4 shen4],see 一之為甚|一之为甚[yi1 zhi1 wei2 shen4],,,,,,,,,,,,,,,,,
一乾二淨,一干二净,yi1 gan1 er4 jing4],thoroughly (idiom),completely,one and all,very clean,,,,,,,,,,,,,,
一了百了,一了百了,yi1 liao3 bai3 liao3],once the main problem is solved all troubles are solved,death ends all one's troubles,,,,,,,,,,,,,,,,
一事無成,一事无成,yi1 shi4 wu2 cheng2],to have achieved nothing,to be a total failure,to get nowhere,,,,,,,,,,,,,,,
一二,一二,yi1 er4],one or two,a few,,,,,,,,,,,,,,,,
一二八事變,一二八事变,Yi1 Er4 ba1 Shi4 bian4],Shanghai Incident of 28th January 1932 Chinese uprising against Japanese quarters of Shanghai,,,,,,,,,,,,,,,,,
一五一十,一五一十,yi1 wu3 yi1 shi2],lit. count by fives and tens (idiom); to narrate systematically and in full detail,,,,,,,,,,,,,,,,,
一些,一些,yi1 xie1],some,a few,a little,,,,,,,,,,,,,,,
一人得道，雞犬升天,一人得道，鸡犬升天,yi1 ren2 de2 dao4 ji1 quan3 sheng1 tian1],lit. when a man achieves the Dao his poultry and dogs rise to Heaven (idiom),fig. to ride on sb else's success,Once one man gets a government position all his cronies get in too,Once sb has cracked the problem every Tom Dick and Harry can do it,,,,,,,,,,,,,,
一介不取,一介不取,yi1 jie4 bu4 qu3],to not even take a penny (as a bribe),,,,,,,,,,,,,,,,,
一代,一代,yi1 dai4],generation,,,,,,,,,,,,,,,,,
一代不如一代,一代不如一代,yi1 dai4 bu4 ru2 yi1 dai4],to be getting worse with each generation,,,,,,,,,,,,,,,,,
一併,一并,yi1 bing4],to lump together,to treat along with all the others,,,,,,,,,,,,,,,,
一來,一来,yi1 lai2],on one hand...,,,,,,,,,,,,,,,,,
一來二去,一来二去,yi1 lai2 er4 qu4],gradually,little by little,in the course of time,,,,,,,,,,,,,,,
一個中國政策,一个中国政策,yi1 ge4 Zhong1 guo2 zheng4 ce4],one China policy,,,,,,,,,,,,,,,,,
一個人,一个人,yi1 ge4 ren2],by oneself (without assistance),alone (without company),,,,,,,,,,,,,,,,
一個個,一个个,yi1 ge4 ge4],each and every one,,,,,,,,,,,,,,,,,
一個勁,一个劲,yi1 ge4 jin4],continuously,persistently,incessantly,,,,,,,,,,,,,,,
一個勁兒,一个劲儿,yi1 ge4 jin4 r5],erhua variant of 一個勁|一个劲[yi1 ge4 jin4],,,,,,,,,,,,,,,,,
一個天南，一個地北,一个天南，一个地北,yi1 ge5 tian1 nan2 yi1 ge5 di4 bei3],to live miles apart (idiom),,,,,,,,,,,,,,,,,
一個巴掌拍不響,一个巴掌拍不响,yi1 ge5 ba1 zhang3 pai1 bu4 xiang3],lit. one palm alone cannot clap (proverb),fig. it takes two persons to start a dispute,it takes two to tango,it's difficult to achieve anything without support,,,,,,,,,,,,,,
一個幽靈在歐洲遊蕩,一个幽灵在欧洲游荡,Yi1 ge4 you1 ling2 zai4 Ou1 zhou1 you2 dang4],Ein Gespenst geht um in Europa.,"the opening sentence of Marx and Engels' ""Communist Manifesto""",,,,,,,,,,,,,,,,
一個接一個,一个接一个,yi1 ge5 jie1 yi1 ge5],one by one,one after another,,,,,,,,,,,,,,,,
一個樣,一个样,yi1 ge5 yang4],same as 一樣|一样[yi1 yang4],the same,,,,,,,,,,,,,,,,
一個蘿蔔一個坑,一个萝卜一个坑,yi1 ge4 luo2 bo5 yi1 ge4 keng1],lit. every turnip to its hole (idiom),fig. each person has his own position,each to his own,horses for courses,every kettle has its lid,,,,,,,,,,,,,
一個頭兩個大,一个头两个大,yi1 ge5 tou2 liang3 ge5 da4],(coll.) to feel as though one's head could explode (Tw),,,,,,,,,,,,,,,,,
一倡三歎,一倡三叹,yi1 chang4 san1 tan4],(of literature music) deeply moving (idiom),,,,,,,,,,,,,,,,,
一側化,一侧化,yi1 ce4 hua4],lateralization,,,,,,,,,,,,,,,,,
一傳十，十傳百,一传十，十传百,yi1 chuan2 shi2 shi2 chuan2 bai3],news pass quickly from mouth to mouth (idiom),an infectious disease spreads quickly (old meaning),,,,,,,,,,,,,,,,
一價,一价,yi1 jia4],monovalent (chemistry),,,,,,,,,,,,,,,,,
一元,一元,yi1 yuan2],single variable (math.),univariate,,,,,,,,,,,,,,,,
一元復始,一元复始,yi1 yuan2 fu4 shi3],a new year begins (idiom),,,,,,,,,,,,,,,,,
一元論,一元论,yi1 yuan2 lun4],monism belief that the universe is made of a single substance,,,,,,,,,,,,,,,,,
一元醇,一元醇,yi1 yuan2 chun2],methyl alcohol CH3OH,,,,,,,,,,,,,,,,,
一共,一共,yi1 gong4],altogether,,,,,,,,,,,,,,,,,
一再,一再,yi1 zai4],repeatedly,,,,,,,,,,,,,,,,,
一准,一准,yi1 zhun3],certainly,also written 一準|一准[yi1 zhun3],,,,,,,,,,,,,,,,
一刀兩斷,一刀两断,yi1 dao1 liang3 duan4],lit. two segments with a single cut (idiom),fig. to make a clean break (idiom),,,,,,,,,,,,,,,,
一刀切,一刀切,yi1 dao1 qie1],lit. to cut all at one stroke (idiom); to impose uniformity,one solution fits a diversity of problems,one size fits all,,,,,,,,,,,,,,,
一分一毫,一分一毫,yi1 fen1 yi1 hao2],a tiny bit (idiom),an iota,,,,,,,,,,,,,,,,
一分為二,一分为二,yi1 fen1 wei2 er4],one divides into two,to be two-sided,there are two sides to everything,to see both sb's good points and shortcomings (idiom),,,,,,,,,,,,,,
一分耕耘，一分收穫,一分耕耘，一分收获,yi1 fen1 geng1 yun2 yi1 fen1 shou1 huo4],you get what you put in,you reap what you sow,,,,,,,,,,,,,,,,
一分錢一分貨,一分钱一分货,yi1 fen1 qian2 yi1 fen1 huo4],nothing for nothing,you get what you pay for,,,,,,,,,,,,,,,,
一分錢兩分貨,一分钱两分货,yi1 fen1 qian2 liang3 fen1 huo4],high quality at bargain price,,,,,,,,,,,,,,,,,
一切,一切,yi1 qie4],everything,every,all,,,,,,,,,,,,,,,
一切事物,一切事物,yi1 qie4 shi4 wu4],everything,,,,,,,,,,,,,,,,,
一切向錢看,一切向钱看,yi1 qie4 xiang4 qian2 kan4],to put money above everything else,,,,,,,,,,,,,,,,,
一切如舊,一切如旧,yi1 qie4 ru2 jiu4],everything as before,,,,,,,,,,,,,,,,,
一切就緒,一切就绪,yi1 qie4 jiu4 xu4],everything in its place and ready (idiom),,,,,,,,,,,,,,,,,
一切險,一切险,yi1 qie4 xian3],all risks (insurance),,,,,,,,,,,,,,,,,
一刻千金,一刻千金,yi1 ke4 qian1 jin1],time is gold,every minute counts,,,,,,,,,,,,,,,,
一則,一则,yi1 ze2],on the one hand,,,,,,,,,,,,,,,,,
一則以喜，一則以憂,一则以喜，一则以忧,yi1 ze2 yi3 xi3 yi1 ze2 yi3 you1],happy on the one hand but worried on the other (idiom),,,,,,,,,,,,,,,,,
一動不動,一动不动,yi1 dong4 bu4 dong4],motionless,,,,,,,,,,,,,,,,,
一勞永逸,一劳永逸,yi1 lao2 yong3 yi4],to get sth done once and for all,,,,,,,,,,,,,,,,,
一匙,一匙,yi1 chi2],spoonful,,,,,,,,,,,,,,,,,
一千零一夜,一千零一夜,Yi1 qian1 Ling2 Yi1 Ye4],The Book of One Thousand and One Nights,,,,,,,,,,,,,,,,,
一半,一半,yi1 ban4],half,,,,,,,,,,,,,,,,,
一半天,一半天,yi1 ban4 tian1],in a day or two,soon,,,,,,,,,,,,,,,,
一卡通,一卡通,Yi1 ka3 tong1],Yikatong (Beijing public transport smart card),,,,,,,,,,,,,,,,,
一去不回,一去不回,yi1 qu4 bu4 hui2],gone forever,,,,,,,,,,,,,,,,,
一去不復返,一去不复返,yi1 qu4 bu4 fu4 fan3],gone forever,,,,,,,,,,,,,,,,,
一去無影蹤,一去无影踪,yi1 qu4 wu2 ying3 zong1],gone without a trace,,,,,,,,,,,,,,,,,
一反常態,一反常态,yi1 fan3 chang2 tai4],complete change from the normal state (idiom); quite uncharacteristic,entirely outside the norm,out of character,,,,,,,,,,,,,,,
一口,一口,yi1 kou3],readily,flatly (deny admit and so on),a mouthful,a bite,,,,,,,,,,,,,,
一口吃不成胖子,一口吃不成胖子,yi1 kou3 chi1 bu4 cheng2 pang4 zi5],lit. you cannot get fat with only one mouthful (proverb),fig. learn to walk before you run,,,,,,,,,,,,,,,,
一口吃個胖子,一口吃个胖子,yi1 kou3 chi1 ge5 pang4 zi5],lit. to want to get fat with only one mouthful (proverb),fig. to try to achieve one's goal in the shortest time possible,to be impatient for success,,,,,,,,,,,,,,,
一口咬定,一口咬定,yi1 kou3 yao3 ding4],to arbitrarily assert,to allege,to stick to one's statement,to cling to one's view,,,,,,,,,,,,,,
一口氣,一口气,yi1 kou3 qi4],one breath,in one breath,at a stretch,,,,,,,,,,,,,,,
一口氣兒,一口气儿,yi1 kou3 qi4 r5],erhua variant of 一口氣|一口气[yi1 kou3 qi4],,,,,,,,,,,,,,,,,
一古腦兒,一古脑儿,yi1 gu3 nao3 r5],variant of 一股腦兒|一股脑儿[yi1 gu3 nao3 r5],,,,,,,,,,,,,,,,,
一句,一句,yi1 ju4],a line of verse,a sentence,,,,,,,,,,,,,,,,
一句話,一句话,yi1 ju4 hua4],in a word,in short,,,,,,,,,,,,,,,,
一同,一同,yi1 tong2],along,together,,,,,,,,,,,,,,,,
一吐為快,一吐为快,yi1 tu3 wei2 kuai4],to get sth off one's chest,,,,,,,,,,,,,,,,,
